"Chinese","English","Audio 1","Audio 2","Raw Text"
"我有两张电影票。","I have two movie tickets.​","https://firebasestorage.googleapis.com/v0/b/alley-d0944.appspot.com/o/Mandarin_Blueprint%2F1654259907_%EF%BB%BFLEVEL33-%E6%88%91%E6%9C%89%E4%B8%A4%E5%BC%A0%E7%94%B5%E5%BD%B1%E7%A5%A8-%E5%A5%B3.mp3?alt=media&token=32fb3fe0-53cf-4f35-97d0-abb2e5463eb6","https://firebasestorage.googleapis.com/v0/b/alley-d0944.appspot.com/o/Mandarin_Blueprint%2F1654259922_%EF%BB%BFLEVEL33-%E6%88%91%E6%9C%89%E4%B8%A4%E5%BC%A0%E7%94%B5%E5%BD%B1%E7%A5%A8-%E7%94%B7.mp3?alt=media&token=0c86a1d5-76aa-4e24-ad0d-7d2c60faa7ee","我有两张电影票。
I have two movie tickets.​




电影票




Usage 1 - ""movie ticket""

‎

张 zhāng - measure word for tickets

‎










Characters:电票影
"
"这里的历史有点儿短。","The history here is a bit short.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E9%87%8C%E7%9A%84%E5%8E%86%E5%8F%B2%E6%9C%89%E7%82%B9%E5%84%BF%E7%9F%AD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E9%87%8C%E7%9A%84%E5%8E%86%E5%8F%B2%E6%9C%89%E7%82%B9%E5%84%BF%E7%9F%AD-%E5%A5%B3.mp3","这里的历史有点儿短。
The history here is a bit short.

1. short (of objects, not people)

‎

历史 lìshǐ - history

‎

    


Characters: 短
"
"你收到短信了吗？","","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E4%BD%A0%E6%94%B6%E5%88%B0%E7%9F%AD%E4%BF%A1%E4%BA%86%E5%90%97-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E4%BD%A0%E6%94%B6%E5%88%B0%E7%9F%AD%E4%BF%A1%E4%BA%86%E5%90%97-%E5%A5%B3.mp3","你收到短信了吗?
Did you receive the text message?

1. text message

‎

‎

    


Characters: 信


短
"
"他的父母是医生。","His parents are doctors.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E4%BB%96%E7%9A%84%E7%88%B6%E6%AF%8D%E6%98%AF%E5%8C%BB%E7%94%9F-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E4%BB%96%E7%9A%84%E7%88%B6%E6%AF%8D%E6%98%AF%E5%8C%BB%E7%94%9F-%E5%A5%B3.mp3","他的父母是医生。
His parents are doctors.

1. doctor

‎

‎

    


Characters: 医


生
"
"医院关门了。","The hospital is closed.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%8C%BB%E9%99%A2%E5%85%B3%E9%97%A8%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%8C%BB%E9%99%A2%E5%85%B3%E9%97%A8%E4%BA%86-%E5%A5%B3.mp3","医院关门了。
The hospital is closed.

1. hospital

‎

‎

    


Characters: 医


院
"
"有一天，他不但病了，而且病得很重，医生都说没办法了，说他只有一个月的时间活了。","One day, he not only got sick, but was very seriously ill; the doctors said there was nothing they could do and that he only had one month to live.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%9C%89%E4%B8%80%E5%A4%A9%EF%BC%8C%E4%BB%96%E4%B8%8D%E4%BD%86%E7%97%85%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%9C%89%E4%B8%80%E5%A4%A9%EF%BC%8C%E4%BB%96%E4%B8%8D%E4%BD%86%E7%97%85%E4%BA%86-%E5%A5%B3.mp3","有一天，他不但病了，而且病得很重，医生都说没办法了，说他只有一个月的时间活了。
One day, he not only got sick, but was very seriously ill; the doctors said there was nothing they could do and that he only had one month to live.

1. doctor

‎

不但 búdàn - not only    而且 érqiě - but also    病 bìng - ill

‎

    


Characters: 医


生
"
"这位女士有点儿矮。","This lady is a bit short.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E4%BD%8D%E5%A5%B3%E5%A3%AB%E6%9C%89%E7%82%B9%E5%84%BF%E7%9F%AE-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E4%BD%8D%E5%A5%B3%E5%A3%AB%E6%9C%89%E7%82%B9%E5%84%BF%E7%9F%AE-%E5%A5%B3.mp3","这位女士有点儿矮。
This lady is a bit short.

1. short (of people, not objects)

‎

位 wèi - measure word for people showing respect

‎

    


Characters: 矮
"
"可是，有一个叫小白的小女孩儿，她太矮了，手脚都很短，所以站在石头上也够不着水。","But there was a little girl named Xiaobai. She was too short, and her arms and legs were very short, so even standing on a stone, she couldn’t reach the water.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%8F%AF%E6%98%AF%EF%BC%8C%E6%9C%89%E4%B8%80%E4%B8%AA%E5%8F%AB%E5%B0%8F%E7%99%BD%E7%9A%84%E5%B0%8F%E5%A5%B3%E5%AD%A9%E5%84%BF-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%8F%AF%E6%98%AF%EF%BC%8C%E6%9C%89%E4%B8%80%E4%B8%AA%E5%8F%AB%E5%B0%8F%E7%99%BD%E7%9A%84%E5%B0%8F%E5%A5%B3%E5%AD%A9%E5%84%BF-%E5%A5%B3.mp3","可是，有一个叫小白的小女孩儿，她太矮了，手脚都很短，所以站在石头上也够不着水。
But there was a little girl named Xiaobai. She was too short, and her arms and legs were very short, so even standing on a stone, she couldn’t reach the water.

1. short (of people, not objects)

‎

脚 jiǎo - feet    所以 suǒyǐ - so    站 zhàn - to stand

‎

    


Characters: 矮
"
"到了下班的时候了。","It’s time to get off work.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%88%B0%E4%BA%86%E4%B8%8B%E7%8F%AD%E7%9A%84%E6%97%B6%E5%80%99%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%88%B0%E4%BA%86%E4%B8%8B%E7%8F%AD%E7%9A%84%E6%97%B6%E5%80%99%E4%BA%86-%E5%A5%B3.mp3","到了下班的时候了。
It’s time to get off work.

1. moment, occasion

‎

‎

    


Characters: 时


候
"
"吃饭的时候，不要一边吃饭一边说话。","Don’t talk while eating.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%90%83%E9%A5%AD%E7%9A%84%E6%97%B6%E5%80%99%EF%BC%8C%E4%B8%8D%E8%A6%81%E4%B8%80%E8%BE%B9%E5%90%83%E9%A5%AD%E4%B8%80%E8%BE%B9%E8%AF%B4%E8%AF%9D-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%90%83%E9%A5%AD%E7%9A%84%E6%97%B6%E5%80%99%EF%BC%8C%E4%B8%8D%E8%A6%81%E4%B8%80%E8%BE%B9%E5%90%83%E9%A5%AD%E4%B8%80%E8%BE%B9%E8%AF%B4%E8%AF%9D-%E5%A5%B3.mp3","吃饭的时候，不要一边吃饭一边说话。
Don’t talk while eating.

2. when

‎

‎

    


Characters: 时


候
"
"大家都说要在小宝宝一岁生日的时候给她最好的礼物。","Everyone said that on the baby’s first birthday, she should be given the best gift.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%A4%A7%E5%AE%B6%E9%83%BD%E8%AF%B4%E8%A6%81%E5%9C%A8%E5%B0%8F%E5%AE%9D%E5%AE%9D%E4%B8%80%E5%B2%81%E7%94%9F%E6%97%A5%E7%9A%84%E6%97%B6%E5%80%99%E7%BB%99%E5%A5%B9%E6%9C%80%E5%A5%BD%E7%9A%84%E7%A4%BC%E7%89%A9-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%A4%A7%E5%AE%B6%E9%83%BD%E8%AF%B4%E8%A6%81%E5%9C%A8%E5%B0%8F%E5%AE%9D%E5%AE%9D%E4%B8%80%E5%B2%81%E7%94%9F%E6%97%A5%E7%9A%84%E6%97%B6%E5%80%99%E7%BB%99%E5%A5%B9%E6%9C%80%E5%A5%BD%E7%9A%84%E7%A4%BC%E7%89%A9-%E5%A5%B3.mp3","大家都说要在小宝宝一岁生日的时候给她最好的礼物。
Everyone said that on the baby’s first birthday, she should be given the best gift.

2. when

‎

礼物 lǐwù - gift; present

‎

    


Characters: 时


候
"
"在她十八岁成人的时候，她的手一碰到桌子就会睡过去，然后再也不会醒过来。","On her eighteenth birthday when she becomes an adult, the moment her hand touches the table, she will fall asleep and never wake up again.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%9C%A8%E5%A5%B9%E5%8D%81%E5%85%AB%E5%B2%81%E6%88%90%E4%BA%BA%E7%9A%84%E6%97%B6%E5%80%99%EF%BC%8C%E5%A5%B9%E7%9A%84%E6%89%8B%E4%B8%80%E7%A2%B0%E5%88%B0%E6%A1%8C%E5%AD%90%E5%B0%B1%E4%BC%9A%E7%9D%A1%E8%BF%87%E5%8E%BB%EF%BC%8C%E7%84%B6%E5%90%8E%E5%86%8D%E4%B9%9F%E4%B8%8D%E4%BC%9A%E9%86%92%E8%BF%87%E6%9D%A5-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%9C%A8%E5%A5%B9%E5%8D%81%E5%85%AB%E5%B2%81%E6%88%90%E4%BA%BA%E7%9A%84%E6%97%B6%E5%80%99%EF%BC%8C%E5%A5%B9%E7%9A%84%E6%89%8B%E4%B8%80%E7%A2%B0%E5%88%B0%E6%A1%8C%E5%AD%90%E5%B0%B1%E4%BC%9A%E7%9D%A1%E8%BF%87%E5%8E%BB%EF%BC%8C%E7%84%B6%E5%90%8E%E5%86%8D%E4%B9%9F%E4%B8%8D%E4%BC%9A%E9%86%92%E8%BF%87%E6%9D%A5-%E5%A5%B3.mp3","在她十八岁成人的时候，她的手一碰到桌子就会睡过去，然后再也不会醒过来。
On her eighteenth birthday when she becomes an adult, the moment her hand touches the table, she will fall asleep and never wake up again.

2. when

‎

碰 pèng -to touch    睡 shuì - to sleep    醒 xǐng - wake up

‎

    


Characters: 时


候
"
"那个时候我在电影院看电影。","At that time, I was watching a movie in the cinema.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E9%82%A3%E4%B8%AA%E6%97%B6%E5%80%99%E6%88%91%E5%9C%A8%E7%94%B5%E5%BD%B1%E9%99%A2%E7%9C%8B%E7%94%B5%E5%BD%B1-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E9%82%A3%E4%B8%AA%E6%97%B6%E5%80%99%E6%88%91%E5%9C%A8%E7%94%B5%E5%BD%B1%E9%99%A2%E7%9C%8B%E7%94%B5%E5%BD%B1-%E5%A5%B3.mp3","那个时候我在电影院看电影。
At that time, I was watching a movie in the cinema.

1. at that time

‎

‎

    


Characters: 时


候
"
"那个时候，这个男人想出来一个办法。","At that time, this man thought of a solution.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E9%82%A3%E4%B8%AA%E6%97%B6%E5%80%99%EF%BC%8C%E8%BF%99%E4%B8%AA%E7%94%B7%E4%BA%BA%E6%83%B3%E5%87%BA%E6%9D%A5%E4%B8%80%E4%B8%AA%E5%8A%9E%E6%B3%95-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E9%82%A3%E4%B8%AA%E6%97%B6%E5%80%99%EF%BC%8C%E8%BF%99%E4%B8%AA%E7%94%B7%E4%BA%BA%E6%83%B3%E5%87%BA%E6%9D%A5%E4%B8%80%E4%B8%AA%E5%8A%9E%E6%B3%95-%E5%A5%B3.mp3","那个时候，这个男人想出来一个办法。
At that time, this man thought of a solution.

1. at that time

‎

‎

    


Characters: 时


候
"
"我小时候经常在公园玩。","When I was a child, I often played in the park.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%88%91%E5%B0%8F%E6%97%B6%E5%80%99%E7%BB%8F%E5%B8%B8%E5%9C%A8%E5%85%AC%E5%9B%AD%E7%8E%A9-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%88%91%E5%B0%8F%E6%97%B6%E5%80%99%E7%BB%8F%E5%B8%B8%E5%9C%A8%E5%85%AC%E5%9B%AD%E7%8E%A9-%E5%A5%B3.mp3","我小时候经常在公园玩。
When I was a child, I often played in the park.

1. childhood, during childhood

‎

‎

    


Characters: 时


候


小
"
"有时候火车票很贵。","Sometimes train tickets are very expensive.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%9C%89%E6%97%B6%E5%80%99%E7%81%AB%E8%BD%A6%E7%A5%A8%E5%BE%88%E8%B4%B5-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%9C%89%E6%97%B6%E5%80%99%E7%81%AB%E8%BD%A6%E7%A5%A8%E5%BE%88%E8%B4%B5-%E5%A5%B3.mp3","有时候火车票很贵。
Sometimes train tickets are very expensive.

1. sometimes

‎

‎

    


Characters: 时


候


有
"
"女孩们害怕虫子。","Girls are afraid of bugs.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%A5%B3%E5%AD%A9%E4%BB%AC%E5%AE%B3%E6%80%95%E8%99%AB%E5%AD%90-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%A5%B3%E5%AD%A9%E4%BB%AC%E5%AE%B3%E6%80%95%E8%99%AB%E5%AD%90-%E5%A5%B3.mp3","女孩们害怕虫子。
Girls are afraid of bugs.

1. bug, insect

‎

害怕 hàipà - afraid

‎

    


Characters: 子


虫
"
"虽然今天下雪了，但是我还是要上学。","Although it’s snowing today, I still have to go to school.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%99%BD%E7%84%B6%E4%BB%8A%E5%A4%A9%E4%B8%8B%E9%9B%AA%E4%BA%86%EF%BC%8C%E4%BD%86%E6%98%AF%E6%88%91%E8%BF%98%E6%98%AF%E8%A6%81%E4%B8%8A%E5%AD%A6-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%99%BD%E7%84%B6%E4%BB%8A%E5%A4%A9%E4%B8%8B%E9%9B%AA%E4%BA%86%EF%BC%8C%E4%BD%86%E6%98%AF%E6%88%91%E8%BF%98%E6%98%AF%E8%A6%81%E4%B8%8A%E5%AD%A6-%E5%A5%B3.mp3","虽然今天下雪了，但是我还是要上学。
Although it’s snowing today, I still have to go to school.

1. although

‎

‎

    


Characters: 虽


然
"
"花仙子是住在花里的人，虽然她们和你的手差不多大，但她们能做很多你做不到的事！","Flower fairies are people who live in flowers. Although they are about the size of your hand, they can do many things you cannot do!","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%8A%B1%E4%BB%99%E5%AD%90%E6%98%AF%E4%BD%8F%E5%9C%A8%E8%8A%B1%E9%87%8C%E7%9A%84%E4%BA%BA%EF%BC%8C%E8%99%BD%E7%84%B6%E5%A5%B9%E4%BB%AC%E5%92%8C%E4%BD%A0%E7%9A%84%E6%89%8B%E5%B7%AE%E4%B8%8D%E5%A4%9A%E5%A4%A7-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%8A%B1%E4%BB%99%E5%AD%90%E6%98%AF%E4%BD%8F%E5%9C%A8%E8%8A%B1%E9%87%8C%E7%9A%84%E4%BA%BA%EF%BC%8C%E8%99%BD%E7%84%B6%E5%A5%B9%E4%BB%AC%E5%92%8C%E4%BD%A0%E7%9A%84%E6%89%8B%E5%B7%AE%E4%B8%8D%E5%A4%9A%E5%A4%A7-%E5%A5%B3.mp3","花仙子是住在花里的人，虽然她们和你的手差不多大，但她们能做很多你做不到的事！
Flower fairies are people who live in flowers. Although they are about the size of your hand, they can do many things you cannot do!

1. although

‎

花仙子 huāxiānzi - flower faery

‎

    


Characters: 虽


然
"
"这只鸟的身体很弱。","This bird has a weak body.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E5%8F%AA%E9%B8%9F%E7%9A%84%E8%BA%AB%E4%BD%93%E5%BE%88%E5%BC%B1-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E8%BF%99%E5%8F%AA%E9%B8%9F%E7%9A%84%E8%BA%AB%E4%BD%93%E5%BE%88%E5%BC%B1-%E5%A5%B3.mp3","这只鸟的身体很弱。
This bird has a weak body.

1. weak

‎

鸟 niǎo - bird

‎

    


Characters: 弱
"
"我和这位同学是兄弟。","This student and I are brothers.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%88%91%E5%92%8C%E8%BF%99%E4%BD%8D%E5%90%8C%E5%AD%A6%E6%98%AF%E5%85%84%E5%BC%9F-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E6%88%91%E5%92%8C%E8%BF%99%E4%BD%8D%E5%90%8C%E5%AD%A6%E6%98%AF%E5%85%84%E5%BC%9F-%E5%A5%B3.mp3","我和这位同学是兄弟。
This student and I are brothers.

1. brother, bro

‎

位 wèi - measure word for people showing respect

‎

    


Characters: 弟


兄
"
