"Chinese","English","Audio 1","Audio 2","Raw Text"
"大家听了都很着急，尤其是妈妈，急得哭了起来。","Everyone became very anxious after hearing it, especially mom, who got so worried that she started crying.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%A4%A7%E5%AE%B6%E5%90%AC%E4%BA%86%E9%83%BD%E5%BE%88%E7%9D%80%E6%80%A5%EF%BC%8C%E5%B0%A4%E5%85%B6%E6%98%AF%E5%A6%88%E5%A6%88%EF%BC%8C%E6%80%A5%E5%BE%97%E5%93%AD%E4%BA%86%E8%B5%B7%E6%9D%A5-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%A4%A7%E5%AE%B6%E5%90%AC%E4%BA%86%E9%83%BD%E5%BE%88%E7%9D%80%E6%80%A5%EF%BC%8C%E5%B0%A4%E5%85%B6%E6%98%AF%E5%A6%88%E5%A6%88%EF%BC%8C%E6%80%A5%E5%BE%97%E5%93%AD%E4%BA%86%E8%B5%B7%E6%9D%A5-%E5%A5%B3.mp3","大家听了都很着急，尤其是妈妈，急得哭了起来。
Everyone became very anxious after hearing it, especially mom, who got so worried that she started crying.

1. especially, particularly

‎

着急 zháojí - to be anxious

‎

    


Characters: 其


尤


是
"
"红包就是给小孩的东西。","A red envelope is something given to children.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%BA%A2%E5%8C%85%E5%B0%B1%E6%98%AF%E7%BB%99%E5%B0%8F%E5%AD%A9%E7%9A%84%E4%B8%9C%E8%A5%BF-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%BA%A2%E5%8C%85%E5%B0%B1%E6%98%AF%E7%BB%99%E5%B0%8F%E5%AD%A9%E7%9A%84%E4%B8%9C%E8%A5%BF-%E5%A5%B3.mp3","红包就是给小孩的东西。
A red envelope is something given to children.

1. exactly,

‎

‎

    


Characters: 就


是
"
"我就是你白天救的那只猫。","I am the cat you rescued during the day.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E5%B0%B1%E6%98%AF%E4%BD%A0%E7%99%BD%E5%A4%A9%E6%95%91%E7%9A%84%E9%82%A3%E5%8F%AA%E7%8C%AB-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E5%B0%B1%E6%98%AF%E4%BD%A0%E7%99%BD%E5%A4%A9%E6%95%91%E7%9A%84%E9%82%A3%E5%8F%AA%E7%8C%AB-%E5%A5%B3.mp3","我就是你白天救的那只猫。
I am the cat you rescued during the day.

1. exactly,

‎

‎

    


Characters: 就


是
"
"那就去公园打球吧。","Then let’s go play ball in the park.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E9%82%A3%E5%B0%B1%E5%8E%BB%E5%85%AC%E5%9B%AD%E6%89%93%E7%90%83%E5%90%A7-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E9%82%A3%E5%B0%B1%E5%8E%BB%E5%85%AC%E5%9B%AD%E6%89%93%E7%90%83%E5%90%A7-%E5%A5%B3.mp3","那就去公园打球吧。
Then let’s go play ball in the park.

1. in that case

‎

吧 ba - (particle expressing suggestion)

‎

    


Characters: 就


那
"
"曹冲说：”现在我们只要知道石头一共有多重，那就可以知道大象有多重了。”","Cao Chong said: “Now as long as we know the total weight of the stones, we can know the weight of the elephant.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%9B%B9%E5%86%B2%E8%AF%B4%EF%BC%9A%E2%80%9C%E7%8E%B0%E5%9C%A8%E6%88%91%E4%BB%AC%E5%8F%AA%E8%A6%81%E7%9F%A5%E9%81%93%E7%9F%B3%E5%A4%B4%E4%B8%80%E5%85%B1%E6%9C%89%E5%A4%9A%E9%87%8D%EF%BC%8C%E9%82%A3%E5%B0%B1%E5%8F%AF%E4%BB%A5%E7%9F%A5%E9%81%93%E5%A4%A7%E8%B1%A1%E6%9C%89%E5%A4%9A%E9%87%8D%E4%BA%86%E2%80%9D-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%9B%B9%E5%86%B2%E8%AF%B4%EF%BC%9A%E2%80%9C%E7%8E%B0%E5%9C%A8%E6%88%91%E4%BB%AC%E5%8F%AA%E8%A6%81%E7%9F%A5%E9%81%93%E7%9F%B3%E5%A4%B4%E4%B8%80%E5%85%B1%E6%9C%89%E5%A4%9A%E9%87%8D%EF%BC%8C%E9%82%A3%E5%B0%B1%E5%8F%AF%E4%BB%A5%E7%9F%A5%E9%81%93%E5%A4%A7%E8%B1%A1%E6%9C%89%E5%A4%9A%E9%87%8D%E4%BA%86%E2%80%9D-%E5%A5%B3.mp3","曹冲说：”现在我们只要知道石头一共有多重，那就可以知道大象有多重了。”
Cao Chong said: “Now as long as we know the total weight of the stones, we can know the weight of the elephant.”

1. in that case

‎

曹冲 cáochōng - son of Cao Cao    知道 zhīdào - know    只要……就 zhǐyào...jiù - as long as ...

‎

    


Characters: 就


只


要
"
"羊一跑，人就开车追。","As soon as the sheep ran, the people chase after them by car.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%BE%8A%E4%B8%80%E8%B7%91%EF%BC%8C%E4%BA%BA%E5%B0%B1%E5%BC%80%E8%BD%A6%E8%BF%BD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%BE%8A%E4%B8%80%E8%B7%91%EF%BC%8C%E4%BA%BA%E5%B0%B1%E5%BC%80%E8%BD%A6%E8%BF%BD-%E5%A5%B3.mp3","羊一跑，人就开车追。
As soon as the sheep ran, the people chase after them by car.

1. as soon as

‎

跑 pǎo - to run, to flee  追 zhūi - to chase, to pursue

‎

    


Characters: 就


一（PROP）
"
"大象一走上去，称的另一边就高到了天上去了。","As soon as the elephant walked onto it, the other side of the scale went up to the sky.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%A4%A7%E8%B1%A1%E4%B8%80%E8%B5%B0%E4%B8%8A%E5%8E%BB%EF%BC%8C%E7%A7%B0%E7%9A%84%E5%8F%A6%E4%B8%80%E8%BE%B9%E5%B0%B1%E9%AB%98%E5%88%B0%E4%BA%86%E5%A4%A9%E4%B8%8A%E5%8E%BB%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%A4%A7%E8%B1%A1%E4%B8%80%E8%B5%B0%E4%B8%8A%E5%8E%BB%EF%BC%8C%E7%A7%B0%E7%9A%84%E5%8F%A6%E4%B8%80%E8%BE%B9%E5%B0%B1%E9%AB%98%E5%88%B0%E4%BA%86%E5%A4%A9%E4%B8%8A%E5%8E%BB%E4%BA%86-%E5%A5%B3.mp3","大象一走上去，称的另一边就高到了天上去了。
As soon as the elephant walked onto it, the other side of the scale went up to the sky.

1. as soon as

‎

称 chèng - balance scale

‎







Characters: 就


一（PROP）
"
"第二天，儿子一起床就去土里看那些花开没开。","The next day, as soon as my son got up, he went to the soil to see if the flowers had bloomed.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%AC%AC%E4%BA%8C%E5%A4%A9%EF%BC%8C%E5%84%BF%E5%AD%90%E4%B8%80%E8%B5%B7%E5%BA%8A%E5%B0%B1%E5%8E%BB%E5%9C%9F%E9%87%8C%E7%9C%8B%E9%82%A3%E4%BA%9B%E8%8A%B1%E5%BC%80%E6%B2%A1%E5%BC%80-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%AC%AC%E4%BA%8C%E5%A4%A9%EF%BC%8C%E5%84%BF%E5%AD%90%E4%B8%80%E8%B5%B7%E5%BA%8A%E5%B0%B1%E5%8E%BB%E5%9C%9F%E9%87%8C%E7%9C%8B%E9%82%A3%E4%BA%9B%E8%8A%B1%E5%BC%80%E6%B2%A1%E5%BC%80-%E5%A5%B3.mp3","第二天，儿子一起床就去土里看那些花开没开。
The next day, as soon as my son got up, he went to the soil to see if the flowers had bloomed.

1. as soon as

‎

第二 dì - second

‎

    


Characters: 就


一（PROP）
"
"就算自行车找到了，也已经坏了。","Even if the bicycle is found, it is already broken.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%B0%B1%E7%AE%97%E8%87%AA%E8%A1%8C%E8%BD%A6%E6%89%BE%E5%88%B0%E4%BA%86%EF%BC%8C%E4%B9%9F%E5%B7%B2%E7%BB%8F%E5%9D%8F%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%B0%B1%E7%AE%97%E8%87%AA%E8%A1%8C%E8%BD%A6%E6%89%BE%E5%88%B0%E4%BA%86%EF%BC%8C%E4%B9%9F%E5%B7%B2%E7%BB%8F%E5%9D%8F%E4%BA%86-%E5%A5%B3.mp3","就算自行车找到了，也已经坏了。
Even if the bicycle is found, it is already broken.

1. even if

‎

‎

    


Characters: 就


算
"
"计划完成了。","The plan is completed.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E8%AE%A1%E5%88%92%E5%AE%8C%E6%88%90%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E8%AE%A1%E5%88%92%E5%AE%8C%E6%88%90%E4%BA%86-%E5%A5%B3.mp3","计划完成了。
The plan is completed.

1. to finish

‎

‎

    


Characters: 完


成
"
"快点成长吧，孩子。","Grow up quickly, child.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%BF%AB%E7%82%B9%E6%88%90%E9%95%BF%E5%90%A7%EF%BC%8C%E5%AD%A9%E5%AD%90-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%BF%AB%E7%82%B9%E6%88%90%E9%95%BF%E5%90%A7%EF%BC%8C%E5%AD%A9%E5%AD%90-%E5%A5%B3.mp3","快点成长吧，孩子。
Grow up quickly, child.

1. to mature

‎

吧 ba - (particle expressing suggestion)

‎

    


Characters: 长


成
"
"爸爸说：“ 花草和人一样，都需要时间来慢慢成长，你也不是一天就长这么大的啊！再多一点儿耐心吧！”","Dad said: “Flowers and plants are like people; they both need time to grow slowly. You didn’t grow this big in one day! Be a little more patient!”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%88%B8%E7%88%B8%E8%AF%B4%EF%BC%9A%E2%80%9C%20%E8%8A%B1%E8%8D%89%E5%92%8C%E4%BA%BA%E4%B8%80%E6%A0%B7%EF%BC%8C%E9%83%BD%E9%9C%80%E8%A6%81%E6%97%B6%E9%97%B4%E6%9D%A5%E6%85%A2%E6%85%A2%E6%88%90%E9%95%BF-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%88%B8%E7%88%B8%E8%AF%B4%EF%BC%9A%E2%80%9C%20%E8%8A%B1%E8%8D%89%E5%92%8C%E4%BA%BA%E4%B8%80%E6%A0%B7%EF%BC%8C%E9%83%BD%E9%9C%80%E8%A6%81%E6%97%B6%E9%97%B4%E6%9D%A5%E6%85%A2%E6%85%A2%E6%88%90%E9%95%BF-%E5%A5%B3.mp3","爸爸说：“ 花草和人一样，都需要时间来慢慢成长，你也不是一天就长这么大的啊！再多一点儿耐心吧！”
Dad said: “Flowers and plants are like people; they both need time to grow slowly. You didn’t grow this big in one day! Be a little more patient!”

1. to mature

‎

爸爸 bàba - dad    需要 xūyào - need    耐心 nàixīn - patient    啊 a - (expressing obviousness or impatience)    吧 ba - (particle expressing suggestion)

‎

    


Characters: 长


成
"
"小孩会变成大人。","Children will become adults.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%B0%8F%E5%AD%A9%E4%BC%9A%E5%8F%98%E6%88%90%E5%A4%A7%E4%BA%BA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%B0%8F%E5%AD%A9%E4%BC%9A%E5%8F%98%E6%88%90%E5%A4%A7%E4%BA%BA-%E5%A5%B3.mp3","小孩会变成大人。
Children will become adults.

1. to change into

‎

‎

    


Characters: 变


成
"
"他们这么做，就是担心第七位仙女说的话变成真的。","They did this because they were worried that what the seventh fairy said would come true.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E4%BB%96%E4%BB%AC%E8%BF%99%E4%B9%88%E5%81%9A%EF%BC%8C%E5%B0%B1%E6%98%AF%E6%8B%85%E5%BF%83%E7%AC%AC%E4%B8%83%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%E7%9A%84%E8%AF%9D%E5%8F%98%E6%88%90%E7%9C%9F%E7%9A%84-%E7%94%B71.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E4%BB%96%E4%BB%AC%E8%BF%99%E4%B9%88%E5%81%9A%EF%BC%8C%E5%B0%B1%E6%98%AF%E6%8B%85%E5%BF%83%E7%AC%AC%E4%B8%83%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%E7%9A%84%E8%AF%9D%E5%8F%98%E6%88%90%E7%9C%9F%E7%9A%84-%E5%A5%B3.mp3","他们这么做，就是担心第七位仙女说的话变成真的。
They did this because they were worried that what the seventh fairy said would come true.

1. to change into

‎

第七 dìqī - the seventh

位 wèi - measure word for person (respectful)

仙女 xiānnǚ - faery

‎







Characters: 变


成
"
"我们成为了哥们儿。","We became buddies.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E4%BB%AC%E6%88%90%E4%B8%BA%E4%BA%86%E5%93%A5%E4%BB%AC%E5%84%BF-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E4%BB%AC%E6%88%90%E4%B8%BA%E4%BA%86%E5%93%A5%E4%BB%AC%E5%84%BF-%E5%A5%B3.mp3","我们成为了哥们儿。
We became buddies.

1. to become, to prove to be

‎

‎

    


Characters: 为


成
"
"为了报答你，我会成为你的太太。","To repay you, I will become your wife.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E4%B8%BA%E4%BA%86%E6%8A%A5%E7%AD%94%E4%BD%A0%EF%BC%8C%E6%88%91%E4%BC%9A%E6%88%90%E4%B8%BA%E4%BD%A0%E7%9A%84%E5%A4%AA%E5%A4%AA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E4%B8%BA%E4%BA%86%E6%8A%A5%E7%AD%94%E4%BD%A0%EF%BC%8C%E6%88%91%E4%BC%9A%E6%88%90%E4%B8%BA%E4%BD%A0%E7%9A%84%E5%A4%AA%E5%A4%AA-%E5%A5%B3.mp3","为了报答你，我会成为你的太太。
To repay you, I will become your wife.

1. to become, to prove to be

‎

报答 bàodá - pay back

‎

    


Characters: 为


成
"
"我的同学成人了。","My classmates have become adults.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E7%9A%84%E5%90%8C%E5%AD%A6%E6%88%90%E4%BA%BA%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%91%E7%9A%84%E5%90%8C%E5%AD%A6%E6%88%90%E4%BA%BA%E4%BA%86-%E5%A5%B3.mp3","我的同学成人了。
My classmates have become adults.

1. become an adult

‎

‎

    


Characters: 人


成
"
"孩子会成为成人。","Children will become adults.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%AD%A9%E5%AD%90%E4%BC%9A%E6%88%90%E4%B8%BA%E6%88%90%E4%BA%BA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E5%AD%A9%E5%AD%90%E4%BC%9A%E6%88%90%E4%B8%BA%E6%88%90%E4%BA%BA-%E5%A5%B3.mp3","孩子会成为成人。
Children will become adults.

2. adult, grown-up

‎

‎

    


Characters: 人


成
"
"成为成人的女孩真的特别漂亮，花儿们看到她脸都会红.","A girl who becomes an adult is really especially beautiful; even the flowers blush when they see her face.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%90%E4%B8%BA%E6%88%90%E4%BA%BA%E7%9A%84%E5%A5%B3%E5%AD%A9%E7%9C%9F%E7%9A%84%E7%89%B9%E5%88%AB%E6%BC%82%E4%BA%AE-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%88%90%E4%B8%BA%E6%88%90%E4%BA%BA%E7%9A%84%E5%A5%B3%E5%AD%A9%E7%9C%9F%E7%9A%84%E7%89%B9%E5%88%AB%E6%BC%82%E4%BA%AE-%E5%A5%B3.mp3","成为成人的女孩真的特别漂亮，花儿们看到她脸都会红.
A girl who becomes an adult is really especially beautiful; even the flowers blush when they see her face.

2. adult, grown-up

‎

漂亮 piàoliàng - pretty  脸 liǎn - face

‎

    


Characters: 人


成
"
"相机越贵越好。","The more expensive the camera, the better.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%9B%B8%E6%9C%BA%E8%B6%8A%E8%B4%B5%E8%B6%8A%E5%A5%BD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E7%9B%B8%E6%9C%BA%E8%B6%8A%E8%B4%B5%E8%B6%8A%E5%A5%BD-%E5%A5%B3.mp3","相机越贵越好。
The more expensive the camera, the better.

1. the more…the more

‎

‎

    


Characters: 越
"
"曹冲先让大家给他搬石头过来，越多越好，越大越好。","Cao Chong first had everyone move stones over to him; the more the better, the bigger the better.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%9B%B9%E5%86%B2%E5%85%88%E8%AE%A9%E5%A4%A7%E5%AE%B6%E7%BB%99%E4%BB%96%E6%90%AC%E7%9F%B3%E5%A4%B4%E8%BF%87%E6%9D%A5%EF%BC%8C%E8%B6%8A%E5%A4%9A%E8%B6%8A%E5%A5%BD%EF%BC%8C%E8%B6%8A%E5%A4%A7%E8%B6%8A%E5%A5%BD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL31-%E6%9B%B9%E5%86%B2%E5%85%88%E8%AE%A9%E5%A4%A7%E5%AE%B6%E7%BB%99%E4%BB%96%E6%90%AC%E7%9F%B3%E5%A4%B4%E8%BF%87%E6%9D%A5%EF%BC%8C%E8%B6%8A%E5%A4%9A%E8%B6%8A%E5%A5%BD%EF%BC%8C%E8%B6%8A%E5%A4%A7%E8%B6%8A%E5%A5%BD-%E5%A5%B3.mp3","曹冲先让大家给他搬石头过来，越多越好，越大越好。
Cao Chong first had everyone move stones over to him; the more the better, the bigger the better.

1. the more…the more

‎

曹冲 cáochōng - son of Cao Cao  搬 bān - to move; to transport

‎

    


Characters: 越
"
