"Chinese","English","Audio 1","Audio 2","Raw Text"
"我经常被电影感动。","I am often moved by movies.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%BB%8F%E5%B8%B8%E8%A2%AB%E7%94%B5%E5%BD%B1%E6%84%9F%E5%8A%A8-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%BB%8F%E5%B8%B8%E8%A2%AB%E7%94%B5%E5%BD%B1%E6%84%9F%E5%8A%A8-%E5%A5%B3.mp3","我经常被电影感动。
I am often moved by movies.

1. regularly, often, frequently

‎

‎

    


Characters: 经


常
"
"外国人听不懂中文是很正常的事情。","It is very normal for foreigners to not understand Chinese.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%90%AC%E4%B8%8D%E6%87%82%E4%B8%AD%E6%96%87%E6%98%AF%E5%BE%88%E6%AD%A3%E5%B8%B8%E7%9A%84%E4%BA%8B%E6%83%85-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%90%AC%E4%B8%8D%E6%87%82%E4%B8%AD%E6%96%87%E6%98%AF%E5%BE%88%E6%AD%A3%E5%B8%B8%E7%9A%84%E4%BA%8B%E6%83%85-%E5%A5%B3.mp3","外国人听不懂中文是很正常的事情。
It is very normal for foreigners to not understand Chinese.

1. normal

‎

‎

    


Characters: 正


常
"
"她非常喜欢吃鱼肉。","She really likes to eat fish.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A5%B9%E9%9D%9E%E5%B8%B8%E5%96%9C%E6%AC%A2%E5%90%83%E9%B1%BC%E8%82%89-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A5%B9%E9%9D%9E%E5%B8%B8%E5%96%9C%E6%AC%A2%E5%90%83%E9%B1%BC%E8%82%89-%E5%A5%B3.mp3","她非常喜欢吃鱼肉。
She really likes to eat fish.

1. very

‎

喜欢 xǐhuān - to like

‎

    


Characters: 非


常
"
"大儿子手里的是一朵白花，和雪那样白，非常好看。","The eldest son holds a white flower as white as snow and very beautiful.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A4%A7%E5%84%BF%E5%AD%90%E6%89%8B%E9%87%8C%E7%9A%84%E6%98%AF%E4%B8%80%E6%9C%B5%E7%99%BD%E8%8A%B1%EF%BC%8C%E5%92%8C%E9%9B%AA%E9%82%A3%E6%A0%B7%E7%99%BD%EF%BC%8C%E9%9D%9E%E5%B8%B8%E5%A5%BD%E7%9C%8B-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A4%A7%E5%84%BF%E5%AD%90%E6%89%8B%E9%87%8C%E7%9A%84%E6%98%AF%E4%B8%80%E6%9C%B5%E7%99%BD%E8%8A%B1%EF%BC%8C%E5%92%8C%E9%9B%AA%E9%82%A3%E6%A0%B7%E7%99%BD%EF%BC%8C%E9%9D%9E%E5%B8%B8%E5%A5%BD%E7%9C%8B-%E5%A5%B3.mp3","大儿子手里的是一朵白花，和雪那样白，非常好看。
The eldest son holds a white flower as white as snow and very beautiful.

1. very

‎

朵 duǒ - measure word for flowers

‎

    


Characters: 非


常
"
"他和他的奶奶回了家，推开门，发现有一个长得非常好看的女人站在桌子右边。","He went home with his grandmother, opened the door, and found a very beautiful woman standing to the right of the table.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E4%BB%96%E5%92%8C%E4%BB%96%E7%9A%84%E5%A5%B6%E5%A5%B6%E5%9B%9E%E4%BA%86%E5%AE%B6%EF%BC%8C%E6%8E%A8%E5%BC%80%E9%97%A8%EF%BC%8C%E5%8F%91%E7%8E%B0%E6%9C%89%E4%B8%80%E4%B8%AA%E9%95%BF%E5%BE%97%E9%9D%9E%E5%B8%B8%E5%A5%BD%E7%9C%8B%E7%9A%84%E5%A5%B3%E4%BA%BA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E4%BB%96%E5%92%8C%E4%BB%96%E7%9A%84%E5%A5%B6%E5%A5%B6%E5%9B%9E%E4%BA%86%E5%AE%B6%EF%BC%8C%E6%8E%A8%E5%BC%80%E9%97%A8%EF%BC%8C%E5%8F%91%E7%8E%B0%E6%9C%89%E4%B8%80%E4%B8%AA%E9%95%BF%E5%BE%97%E9%9D%9E%E5%B8%B8%E5%A5%BD%E7%9C%8B%E7%9A%84%E5%A5%B3%E4%BA%BA-%E5%A5%B3.mp3","他和他的奶奶回了家，推开门，发现有一个长得非常好看的女人站在桌子右边。
He went home with his grandmother, opened the door, and found a very beautiful woman standing to the right of the table.

1. very

‎

奶奶 nǎinai - grandmather

推 tuī - to push

站 zhàn - to stand

‎

    


Characters: 非


常
"
"原来，美女是在考验男人，这个男人做得非常好。","It turned out the beauty was testing the man, and he did very well.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%8E%9F%E6%9D%A5%EF%BC%8C%E7%BE%8E%E5%A5%B3%E6%98%AF%E5%9C%A8%E8%80%83%E9%AA%8C%E7%94%B7%E4%BA%BA%EF%BC%8C%E8%BF%99%E4%B8%AA%E7%94%B7%E4%BA%BA%E5%81%9A%E5%BE%97%E9%9D%9E%E5%B8%B8%E5%A5%BD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%8E%9F%E6%9D%A5%EF%BC%8C%E7%BE%8E%E5%A5%B3%E6%98%AF%E5%9C%A8%E8%80%83%E9%AA%8C%E7%94%B7%E4%BA%BA%EF%BC%8C%E8%BF%99%E4%B8%AA%E7%94%B7%E4%BA%BA%E5%81%9A%E5%BE%97%E9%9D%9E%E5%B8%B8%E5%A5%BD-%E5%A5%B3.mp3","原来，美女是在考验男人，这个男人做得非常好。
It turned out the beauty was testing the man, and he did very well.

1. very

‎

原来 yuánlái - original; turn out  考验 kǎoyàn - test

‎

    


Characters: 非


常
"
"卖小孩儿是非法的。","Selling children is illegal.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%8D%96%E5%B0%8F%E5%AD%A9%E5%84%BF%E6%98%AF%E9%9D%9E%E6%B3%95%E7%9A%84-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%8D%96%E5%B0%8F%E5%AD%A9%E5%84%BF%E6%98%AF%E9%9D%9E%E6%B3%95%E7%9A%84-%E5%A5%B3.mp3","卖小孩儿是非法的。
Selling children is illegal.

1. illegal

‎

‎

    


Characters: 非


法
"
"我的国家常常下雨。","My country often rains.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%9A%84%E5%9B%BD%E5%AE%B6%E5%B8%B8%E5%B8%B8%E4%B8%8B%E9%9B%A8-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%9A%84%E5%9B%BD%E5%AE%B6%E5%B8%B8%E5%B8%B8%E4%B8%8B%E9%9B%A8-%E5%A5%B3.mp3","我的国家常常下雨。
My country often rains.

1. rain

‎

‎

    


Characters: 雨


下
"
"明天这个城市会下雨，一定要带伞。","It will rain in this city tomorrow, so make sure to bring an umbrella.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%98%8E%E5%A4%A9%E8%BF%99%E4%B8%AA%E5%9F%8E%E5%B8%82%E4%BC%9A%E4%B8%8B%E9%9B%A8%EF%BC%8C%E4%B8%80%E5%AE%9A%E8%A6%81%E5%B8%A6%E4%BC%9E-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%98%8E%E5%A4%A9%E8%BF%99%E4%B8%AA%E5%9F%8E%E5%B8%82%E4%BC%9A%E4%B8%8B%E9%9B%A8%EF%BC%8C%E4%B8%80%E5%AE%9A%E8%A6%81%E5%B8%A6%E4%BC%9E-%E5%A5%B3.mp3","明天这个城市会下雨，一定要带伞。
It will rain in this city tomorrow, so make sure to bring an umbrella.

1. to rain

‎

伞 sǎn - umbrella; parasol

‎

    


Characters: 雨


下
"
"我的孩子喜欢雪。","My child likes snow.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%9A%84%E5%AD%A9%E5%AD%90%E5%96%9C%E6%AC%A2%E9%9B%AA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E7%9A%84%E5%AD%A9%E5%AD%90%E5%96%9C%E6%AC%A2%E9%9B%AA-%E5%A5%B3.mp3","我的孩子喜欢雪。
My child likes snow.

1. snow

‎

喜欢 xǐhuān - to like

‎

    


Characters: 雪
"
"真烦！春天来了还下雪。","How annoying! It’s spring, and it’s still snowing.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E7%9C%9F%E7%83%A6%EF%BC%81%E6%98%A5%E5%A4%A9%E6%9D%A5%E4%BA%86%E8%BF%98%E4%B8%8B%E9%9B%AA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E7%9C%9F%E7%83%A6%EF%BC%81%E6%98%A5%E5%A4%A9%E6%9D%A5%E4%BA%86%E8%BF%98%E4%B8%8B%E9%9B%AA-%E5%A5%B3.mp3","真烦！春天来了还下雪。
How annoying! It’s spring, and it’s still snowing.

1. to snow

‎

春天 chūntiān - spring (season); joyful

‎

    


Characters: 雪


下
"
"每个人都非常用心地照顾种子，给它浇水，让它晒太阳。","Everyone carefully takes care of the seeds, watering them and letting them get sunlight.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%AF%8F%E4%B8%AA%E4%BA%BA%E9%83%BD%E9%9D%9E%E5%B8%B8%E7%94%A8%E5%BF%83%E5%9C%B0%E7%85%A7%E9%A1%BE%E7%A7%8D%E5%AD%90%EF%BC%8C%E7%BB%99%E5%AE%83%E6%B5%87%E6%B0%B4%EF%BC%8C%E8%AE%A9%E5%AE%83%E6%99%92%E5%A4%AA%E9%98%B3-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%AF%8F%E4%B8%AA%E4%BA%BA%E9%83%BD%E9%9D%9E%E5%B8%B8%E7%94%A8%E5%BF%83%E5%9C%B0%E7%85%A7%E9%A1%BE%E7%A7%8D%E5%AD%90%EF%BC%8C%E7%BB%99%E5%AE%83%E6%B5%87%E6%B0%B4%EF%BC%8C%E8%AE%A9%E5%AE%83%E6%99%92%E5%A4%AA%E9%98%B3-%E5%A5%B3.mp3","每个人都非常用心地照顾种子，给它浇水，让它晒太阳。
Everyone carefully takes care of the seeds, watering them and letting them get sunlight.

1. very

‎

照顾 zhàogù - look after    浇 jiāo - to water (as in plants) 晒 shài - bask    太阳 tàiyáng - sun    种子 zhǒngzi - seed

‎

    


Characters: 非


常
"
"在成都，秋天和冬天差别不大。","In Chengdu, the difference between autumn and winter is not big.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%9C%A8%E6%88%90%E9%83%BD%EF%BC%8C%E7%A7%8B%E5%A4%A9%E5%92%8C%E5%86%AC%E5%A4%A9%E5%B7%AE%E5%88%AB%E4%B8%8D%E5%A4%A7-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%9C%A8%E6%88%90%E9%83%BD%EF%BC%8C%E7%A7%8B%E5%A4%A9%E5%92%8C%E5%86%AC%E5%A4%A9%E5%B7%AE%E5%88%AB%E4%B8%8D%E5%A4%A7-%E5%A5%B3.mp3","在成都，秋天和冬天差别不大。
In Chengdu, the difference between autumn and winter is not big.

1. winter

‎

秋 qiūtiān - autumn; fall; harvest time  差别 chābié - difference

‎

    


Characters: 天


冬
"
"你能找到地图吗？","","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E4%BD%A0%E8%83%BD%E6%89%BE%E5%88%B0%E5%9C%B0%E5%9B%BE%E5%90%97-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E4%BD%A0%E8%83%BD%E6%89%BE%E5%88%B0%E5%9C%B0%E5%9B%BE%E5%90%97-%E5%A5%B3.mp3","你能找到地图吗?
Can you find the map?

1. map

‎

‎

    


Characters: 图


地
"
"公园里有个女孩在卖地图。","There is a girl selling maps in the park.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%85%AC%E5%9B%AD%E9%87%8C%E6%9C%89%E4%B8%AA%E5%A5%B3%E5%AD%A9%E5%9C%A8%E5%8D%96%E5%9C%B0%E5%9B%BE-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%85%AC%E5%9B%AD%E9%87%8C%E6%9C%89%E4%B8%AA%E5%A5%B3%E5%AD%A9%E5%9C%A8%E5%8D%96%E5%9C%B0%E5%9B%BE-%E5%A5%B3.mp3","公园里有个女孩在卖地图。
There is a girl selling maps in the park.

1. map

‎

‎

    


Characters: 图


地
"
"很久以前，在一个地图上没有的地方，住着一家人。","A long time ago, a family lived in a place that was not on the map.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%BE%88%E4%B9%85%E4%BB%A5%E5%89%8D%EF%BC%8C%E5%9C%A8%E4%B8%80%E4%B8%AA%E5%9C%B0%E5%9B%BE%E4%B8%8A%E6%B2%A1%E6%9C%89%E7%9A%84%E5%9C%B0%E6%96%B9%EF%BC%8C%E4%BD%8F%E7%9D%80%E4%B8%80%E5%AE%B6%E4%BA%BA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%BE%88%E4%B9%85%E4%BB%A5%E5%89%8D%EF%BC%8C%E5%9C%A8%E4%B8%80%E4%B8%AA%E5%9C%B0%E5%9B%BE%E4%B8%8A%E6%B2%A1%E6%9C%89%E7%9A%84%E5%9C%B0%E6%96%B9%EF%BC%8C%E4%BD%8F%E7%9D%80%E4%B8%80%E5%AE%B6%E4%BA%BA-%E5%A5%B3.mp3","很久以前，在一个地图上没有的地方，住着一家人。
A long time ago, a family lived in a place that was not on the map.

1. map

‎

久 jiǔ - for a long time    地方 dìfang - place

‎

    


Characters: 图


地
"
"这里有各种地图。","There are all kinds of maps here.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E8%BF%99%E9%87%8C%E6%9C%89%E5%90%84%E7%A7%8D%E5%9C%B0%E5%9B%BE-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E8%BF%99%E9%87%8C%E6%9C%89%E5%90%84%E7%A7%8D%E5%9C%B0%E5%9B%BE-%E5%A5%B3.mp3","这里有各种地图。
There are all kinds of maps here.

1. various

‎

‎

    


Characters: 种


各
"
"我有各种各样的杯子。","I have all kinds of cups.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E6%9C%89%E5%90%84%E7%A7%8D%E5%90%84%E6%A0%B7%E7%9A%84%E6%9D%AF%E5%AD%90-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E6%88%91%E6%9C%89%E5%90%84%E7%A7%8D%E5%90%84%E6%A0%B7%E7%9A%84%E6%9D%AF%E5%AD%90-%E5%A5%B3.mp3","我有各种各样的杯子。
I have all kinds of cups.

1. all kinds of, a variety of

‎

‎

    


Characters: 样


种


各
"
"爸爸每天在花园里工作，照顾花园里各种各样的花","Father works in the garden every day, taking care of all kinds of flowers.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E7%88%B8%E7%88%B8%E6%AF%8F%E5%A4%A9%E5%9C%A8%E8%8A%B1%E5%9B%AD%E9%87%8C%E5%B7%A5%E4%BD%9C%EF%BC%8C%E7%85%A7%E9%A1%BE%E8%8A%B1%E5%9B%AD%E9%87%8C%E5%90%84%E7%A7%8D%E5%90%84%E6%A0%B7%E7%9A%84%E8%8A%B1-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E7%88%B8%E7%88%B8%E6%AF%8F%E5%A4%A9%E5%9C%A8%E8%8A%B1%E5%9B%AD%E9%87%8C%E5%B7%A5%E4%BD%9C%EF%BC%8C%E7%85%A7%E9%A1%BE%E8%8A%B1%E5%9B%AD%E9%87%8C%E5%90%84%E7%A7%8D%E5%90%84%E6%A0%B7%E7%9A%84%E8%8A%B1-%E5%A5%B3.mp3","爸爸每天在花园里工作，照顾花园里各种各样的花
Father works in the garden every day, taking care of all kinds of flowers.

1. all kinds of, a variety of

‎

爸爸 bàba - dad  照顾 zhàogù - look after

‎

    


Characters: 样


种


各
"
"她是我们的客人。","She is our guest.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A5%B9%E6%98%AF%E6%88%91%E4%BB%AC%E7%9A%84%E5%AE%A2%E4%BA%BA-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL32-%E5%A5%B9%E6%98%AF%E6%88%91%E4%BB%AC%E7%9A%84%E5%AE%A2%E4%BA%BA-%E5%A5%B3.mp3","她是我们的客人。
She is our guest.

1. guest

‎

‎

    


Characters: 人


客
"
